,x_TRUE,Temperature,TempError,y_TRUE,D47error,D47,Material
193,13.25016658,13.5633371,0.313170516,0.800041393,0.008436112,0.808477505,1
194,11.67449334,11.68544669,0.010953347,0.71545811,-0.010272522,0.705185588,1
195,13.64810754,13.63855783,-0.009549715,0.760556729,0.008348987,0.768905716,1
196,10.88361551,10.6842482,-0.199367311,0.697942638,-0.006005731,0.691936907,1
197,12.65023727,12.83612331,0.185886035,0.729686999,0.005456223,0.735143222,1
198,12.29394558,12.62599774,0.332052165,0.733851273,0.007417305,0.741268578,1
199,10.67501347,10.26331816,-0.411695308,0.643469193,0.008997802,0.652466995,1
200,14.63897376,14.95882917,0.319855407,0.809808767,0.003962831,0.813771597,1
201,11.80337439,12.01386582,0.210491427,0.695130486,-0.006809194,0.688321293,1
202,13.7189415,14.56199207,0.843050574,0.771720649,0.012763039,0.784483687,1
203,12.53322555,11.3958743,-1.137351249,0.778272303,0.005587234,0.783859537,1
204,12.50332085,12.16385998,-0.339460871,0.704934891,0.002290198,0.70722509,1
205,13.18785848,12.63171947,-0.556139006,0.790928218,0.008094891,0.799023108,1
206,10.5503986,11.09985842,0.549459823,0.626686628,0.007412702,0.63409933,1
207,12.02247604,11.8651414,-0.157334645,0.706265249,-0.0003151,0.705950149,1
208,14.15924762,14.07692611,-0.08232151,0.79383679,-0.002225405,0.791611385,1
209,12.05672101,12.49090402,0.434183007,0.795397409,0.007193032,0.80259044,1
210,12.68451951,12.39839514,-0.286124369,0.749067096,0.005039411,0.754106507,1
211,11.20743937,11.60129521,0.393855834,0.633681466,0.011998503,0.645679969,1
212,12.12084468,12.61885325,0.498008569,0.69375788,0.006958477,0.700716358,1
213,11.64784715,12.37723026,0.729383107,0.699421064,-0.012767722,0.686653342,1
214,11.70345754,11.88582836,0.182370821,0.721129314,0.000902444,0.722031758,1
215,12.25483507,12.60782171,0.352986632,0.699662557,0.018566528,0.718229084,1
216,11.88508343,11.90949598,0.02441255,0.715363093,0.00292447,0.718287564,1
217,9.408977405,9.047583176,-0.361394229,0.599907578,-0.004733038,0.59517454,1
218,13.26678867,13.82139194,0.554603272,0.718314716,0.038932291,0.757247007,1
219,12.12325653,12.31039775,0.187141215,0.715020033,0.014491857,0.729511891,1
220,12.91508895,12.89777998,-0.017308971,0.746855357,0.025220706,0.772076062,1
221,11.30816923,10.7075833,-0.600585924,0.702979495,0.020794191,0.723773687,1
222,12.68482269,12.37190798,-0.312914711,0.774066899,0.00141318,0.775480079,1
223,13.62266278,13.80776985,0.185107076,0.721842888,0.010769129,0.732612017,1
224,11.34766486,12.01521267,0.667547815,0.716322022,-0.002476322,0.7138457,1
225,12.20977322,12.15656224,-0.053210976,0.696214055,-0.014747796,0.681466259,1
226,11.53442704,11.39835405,-0.13607299,0.679830215,-0.003428807,0.676401408,1
227,12.06579187,11.96327932,-0.102512553,0.749358508,-0.003562775,0.745795732,1
228,12.26918913,11.62281141,-0.646377718,0.704742671,0.007734628,0.712477299,1
229,14.03098843,14.0391749,0.008186468,0.744008005,0.015526063,0.759534068,1
230,11.91507007,11.35080859,-0.564261474,0.692465012,-0.002554915,0.689910097,1
231,12.32689421,11.89671927,-0.430174939,0.688214894,-0.006129116,0.682085778,1
232,10.01723118,9.78210788,-0.235123295,0.670205251,-0.007380425,0.662824826,1
233,12.15057294,12.04269556,-0.107877384,0.708436239,0.015134098,0.723570337,1
234,12.07099708,11.86728017,-0.203716909,0.692287916,-0.009945864,0.682342052,1
235,12.86216955,13.37614651,0.513976961,0.729879009,0.02649442,0.756373429,1
236,11.57631934,10.96580804,-0.610511294,0.708396408,0.009972083,0.718368492,1
237,11.79386795,11.3886653,-0.405202645,0.654659988,0.001572732,0.656232721,1
238,12.54484753,11.91309071,-0.631756817,0.713576565,0.009409683,0.722986248,1
239,13.24562956,12.62387318,-0.621756381,0.748423253,-0.02249124,0.725932013,1
240,11.53643941,12.2588336,0.722394197,0.704216675,-0.017570259,0.686646416,1
241,10.43808759,11.16877726,0.730689673,0.698098068,0.010134801,0.708232869,1
242,11.3894736,11.79065831,0.401184713,0.622122513,-0.007903012,0.614219501,1
243,12.85281851,12.44205186,-0.410766648,0.799215672,-0.015302773,0.783912899,1
244,11.57009961,11.76569005,0.195590431,0.688029235,0.005405242,0.693434477,1
245,11.65065891,10.96349389,-0.687165022,0.683397466,-0.009158378,0.674239088,1
246,11.21172088,11.01194162,-0.199779268,0.696865071,-0.014375617,0.682489454,1
247,10.91963128,10.28938369,-0.630247596,0.618935278,0.002539617,0.621474894,1
248,12.37151326,12.60105026,0.229537002,0.741588778,0.006808867,0.748397645,1
249,11.14599596,11.13359072,-0.012405239,0.681714512,-0.006629821,0.675084691,1
250,14.39187775,14.44906402,0.057186279,0.761374412,0.007519363,0.768893775,1
251,12.00959759,12.01466347,0.005065875,0.702995888,0.017413662,0.72040955,1
252,10.89181803,11.17556836,0.283750325,0.661130512,0.000110574,0.661241086,1
253,11.73097842,11.99656349,0.265585062,0.683780968,0.008111802,0.69189277,1
254,11.10286258,10.96021638,-0.142646198,0.704911001,-0.025201336,0.679709666,1
255,13.42685789,13.51435308,0.087495185,0.787291513,0.012718668,0.800010181,1
256,10.281048,10.07673534,-0.204312663,0.696233305,-0.024961667,0.671271638,1
257,12.33106603,12.19033114,-0.140734892,0.710472607,0.012578401,0.723051008,1
258,13.7099613,14.25783861,0.547877312,0.855997147,-0.005992462,0.850004685,1
259,12.40924089,12.67876694,0.269526054,0.776816113,0.01134113,0.788157242,1
260,12.69943262,12.98777676,0.288344141,0.753592097,-0.013227659,0.740364438,1
261,12.52695486,12.50240757,-0.024547292,0.712118195,0.009641105,0.7217593,1
262,12.14211896,11.67316656,-0.468952401,0.655327154,-0.000745675,0.654581479,1
263,13.68719822,13.56979209,-0.117406132,0.741184085,0.009722418,0.750906502,1
264,12.61986694,13.21331028,0.593443341,0.731600437,-0.023130008,0.708470429,1
265,13.33279736,13.27529115,-0.057506215,0.720546806,-0.008620176,0.71192663,1
266,12.42571447,12.08448005,-0.341234418,0.725021128,-0.023990128,0.701031001,1
267,13.37120111,12.80391739,-0.567283713,0.761162879,0.008964723,0.770127602,1
268,13.51524187,13.38476248,-0.130479395,0.798898242,-0.025035647,0.773862595,1
269,11.36562771,12.62517024,1.259542525,0.68447159,0.013151693,0.697623282,1
270,10.88971903,10.41983052,-0.469888511,0.664005973,-0.008531256,0.655474716,1
271,11.61316532,11.34115634,-0.272008975,0.691016012,-0.011507602,0.67950841,1
272,12.31736918,13.09627986,0.778910674,0.695573563,0.013064248,0.708637811,1
273,13.86456009,13.70725268,-0.157307416,0.761502311,-0.022542792,0.738959519,1
274,11.23320949,11.32991451,0.096705019,0.71645799,0.004980567,0.721438557,1
275,10.80858675,10.85497982,0.046393074,0.677142759,-0.000956098,0.676186661,1
276,12.03983735,11.63814672,-0.401690627,0.708850444,-0.012600562,0.696249882,1
277,11.36108841,10.97474067,-0.38634774,0.671838684,-0.008159622,0.663679063,1
278,12.7957465,12.75866651,-0.037079994,0.736032255,0.014120043,0.750152298,1
279,11.7538835,12.0344753,0.280591795,0.720265024,0.007931078,0.728196103,1
280,12.90906922,12.66193132,-0.247137893,0.724814991,-0.004073513,0.720741478,1
281,11.25329979,11.78376849,0.530468696,0.685642595,0.007422136,0.693064731,1
282,11.24020489,11.06305733,-0.177147565,0.691834454,-0.001284284,0.69055017,1
283,12.80677863,12.80485148,-0.001927153,0.726863837,-0.004417337,0.722446501,1
284,11.55494379,11.12368382,-0.431259974,0.730975749,0.010327089,0.741302838,1
285,12.72296082,12.52880512,-0.194155698,0.742468102,0.005053286,0.747521388,1
286,13.62002223,13.48894118,-0.131081048,0.799348737,0.004643787,0.803992524,1
287,12.24489699,11.86711758,-0.377779407,0.741216499,-0.019489419,0.72172708,1
288,12.36020518,12.23473864,-0.125466537,0.772419692,-0.018890871,0.753528822,1
289,11.08852176,11.58711843,0.498596663,0.69860721,0.014322329,0.712929539,1
290,12.53110759,12.59794073,0.06683314,0.694016589,0.000439716,0.694456305,1
291,10.50701078,10.47112392,-0.03588686,0.652947583,-0.001983143,0.65096444,1
292,11.97098889,12.03688883,0.065899937,0.677378176,-0.022973823,0.654404353,1
293,13.65789156,13.75361268,0.095721119,0.779980644,-0.015193214,0.76478743,1
294,12.84517751,13.00028032,0.155102806,0.696577384,0.011777148,0.708354532,1
295,10.85960076,10.6922407,-0.167360054,0.663758972,-0.013510789,0.650248183,1
296,13.60685751,12.93029041,-0.676567098,0.751364147,-0.020647915,0.730716232,1
297,12.39515935,12.38640492,-0.008754432,0.707390612,0.007992697,0.71538331,1
298,11.0120423,11.68914822,0.677105925,0.649288595,-0.002614036,0.646674558,1
299,11.86597287,11.80186778,-0.064105084,0.758328079,0.00735947,0.765687549,1
300,13.25051703,14.02021174,0.769694712,0.770670495,0.014431367,0.785101862,1
301,11.87501007,11.57367824,-0.301331828,0.727587769,0.01059001,0.738177779,1
302,12.87171119,12.33514324,-0.536567952,0.728134307,0.013010041,0.741144349,1
303,11.15676934,10.95499587,-0.201773463,0.705561004,-0.005255395,0.700305609,1
304,11.74342837,11.96481139,0.221383017,0.711156394,0.004473146,0.71562954,1
305,11.2428606,11.24792276,0.005062159,0.68360146,0.007920073,0.691521533,1
306,13.55856833,13.65611492,0.097546593,0.783771263,0.005861512,0.789632775,1
307,12.43715262,12.51806602,0.080913401,0.764797944,-0.004805699,0.759992245,1
308,12.56928151,12.84347262,0.274191108,0.714966296,-0.004493341,0.710472955,1
309,12.38704902,12.62743185,0.240382823,0.703855651,-0.00022237,0.703633281,1
310,12.68042196,12.3828067,-0.297615261,0.743938414,-0.007948378,0.735990036,1
311,12.60948951,12.84126241,0.231772899,0.705581391,0.008169826,0.713751217,1
312,12.89701287,12.9645513,0.067538428,0.722769955,-0.012570708,0.710199247,1
313,12.16688239,12.72047775,0.553595361,0.709826684,-0.014576551,0.695250133,1
314,11.71010589,11.02980119,-0.680304703,0.694267472,-0.016942762,0.67732471,1
315,11.29482221,10.40327755,-0.891544661,0.691699223,-0.006736465,0.684962758,1
316,11.64439875,11.01057541,-0.633823336,0.666284696,0.00885173,0.675136426,1
317,12.64741437,12.58145654,-0.065957833,0.780750342,-0.005373815,0.775376526,1
318,11.21103493,11.43591835,0.224883416,0.723442722,-0.02445992,0.698982802,1
319,13.12004013,13.26295421,0.142914084,0.720047726,0.00367621,0.723723935,1
320,12.63430544,12.40450466,-0.229800781,0.703905579,0.020125024,0.724030602,1
321,12.54270655,11.94666172,-0.596044832,0.695769146,-0.011933713,0.683835433,1
322,11.71397342,11.97935468,0.26538126,0.696499622,-0.017541321,0.678958302,1
323,13.10676038,13.52421472,0.41745434,0.828282336,-0.009025644,0.819256692,1
324,11.72294943,11.43061892,-0.29233051,0.684720897,-0.00653979,0.678181107,1
325,13.88643059,13.96518911,0.07875852,0.775216534,-0.001686214,0.77353032,1
326,12.45138492,12.84419901,0.392814085,0.673108484,0.012598383,0.685706867,1
327,11.99355675,11.44944631,-0.544110448,0.70836192,-0.00912619,0.69923573,1
328,10.95368914,10.84318455,-0.110504593,0.66788641,-0.004258652,0.663627759,1
329,12.73170937,12.1410203,-0.59068907,0.746265239,-0.006487236,0.739778003,1
330,11.50359759,11.42801796,-0.07557963,0.673645897,0.01610377,0.689749667,1
331,11.25788229,10.79777527,-0.460107022,0.696294156,-0.01095948,0.685334677,1
332,11.59881652,11.25972753,-0.339088991,0.70834386,-0.022755829,0.685588031,1
333,12.88213605,12.60093072,-0.281205329,0.75186317,-0.012624239,0.739238931,1
334,11.89425958,11.50863223,-0.385627341,0.708673446,0.012504455,0.721177901,1
335,12.05056447,11.62931722,-0.421247249,0.727373727,0.007914784,0.735288512,1
336,11.6234669,11.71042948,0.086962573,0.693822172,0.011542645,0.705364817,1
337,12.16707315,11.9556839,-0.211389251,0.736003951,0.0161081,0.752112051,1
338,12.2034693,11.92710659,-0.276362711,0.707540904,0.01454087,0.722081774,1
339,12.16553222,12.75992726,0.594395042,0.739399085,-0.003011573,0.736387511,1
